There are 180,350 different words in the collocation database for this query (Query "{stellen/V}" (case-sensitive) returned 249,044 matches in 197,633 different texts)  
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts
10662	Kommunistische	1732	9.479	13	13
10663	Komödie	9193	50.311	13	13
10664	Kontroversen	1765	9.659	13	13
10665	Korrespondenten	1771	9.692	13	13
10666	Kreises	2205	12.068	13	13
10667	Kriminellen	1610	8.811	13	13
10668	Kulturstaatsminister	1071	5.861	13	13
10669	Kulturszene	1430	7.826	13	13
10670	Kundschaft	3671	20.091	13	13
10671	Kutter	1690	9.249	13	13
10672	Käse	3383	18.514	13	13
10673	Königreich	2417	13.228	13	13
10674	LKA	2221	12.155	13	13
10675	Lady	4549	24.896	13	13
10676	Lagerhaus	2111	11.553	13	13
10677	Landesbank	3951	21.623	13	13
10678	Landesebene	1822	9.971	13	12
10679	Laster	2198	12.029	13	13
10680	Lea	1652	9.041	13	13
10681	Lebensgeschichte	1959	10.721	13	13
10682	Lebensrecht	380	2.08	13	12
10683	Lebenswerk	1660	9.085	13	12
10684	Lega	770	4.214	13	13
10685	Leihgaben	444	2.43	13	13
10686	Leitantrag	1220	6.677	13	13
10687	Leone	2889	15.811	13	12
10688	Linden	4569	25.005	13	13
10689	Lindsay	780	4.269	13	13
10690	Lippen	5404	29.575	13	13
10691	Lizenz	3675	20.112	13	13
10692	Lula	1976	10.814	13	13
10693	Lüneburger	2065	11.301	13	12
10694	M	7474	40.904	13	11
10695	Machtkampf	3232	17.688	13	13
10696	Machtwechsel	1940	10.617	13	12
10697	Makler	1578	8.636	13	13
10698	Malaysia	2627	14.377	13	13
10699	Mali	2102	11.504	13	13
10700	Manier	2281	12.483	13	13
10701	Manifest	2205	12.068	13	13
10702	Manila	2778	15.203	13	13
10703	Materials	1995	10.918	13	13
10704	Matthäus	3537	19.357	13	13
10705	Maus	3574	19.56	13	13
10706	Mayer	2358	12.905	13	13
10707	Maßnahmenpaket	377	2.063	13	12
10708	McKinsey	1066	5.834	13	12
10709	Mehmet	2912	15.937	13	13
10710	Memorandum	1090	5.965	13	13
10711	Menschenrechtsorganisationen	2379	13.02	13	13
10712	Miene	2481	13.578	13	13
10713	Milosevic	2005	10.973	13	12
10714	Ministern	1761	9.638	13	13
10715	Mitbürger	2550	13.956	13	13
10716	Mitgliederbefragung	621	3.399	13	13
10717	Mobilisierung	2556	13.988	13	12
10718	Models	1593	8.718	13	13
10719	Monarchie	2022	11.066	13	13
10720	Monster	3781	20.693	13	13
10721	Morgenpost	3033	16.599	13	13
10722	Morris	1962	10.738	13	11
10723	Musharraf	1586	8.68	13	11
10724	Mustafa	2151	11.772	13	13
10725	Mutmaßungen	716	3.919	13	13
10726	Mönchengladbach	3176	17.382	13	13
10727	Mühlenberger	1208	6.611	13	13
10728	Münch	1296	7.093	13	13
10729	N.	2633	14.41	13	13
10730	Nato-Mitgliedschaft	333	1.822	13	12
10731	Noriega	1106	6.053	13	11
10732	Notfall	2094	11.46	13	13
10733	Nächste	3490	19.1	13	13
10734	Oh	5782	31.644	13	12
10735	Ohnmacht	2839	15.537	13	12
10736	Oppositionspartei	2677	14.651	13	13
10737	Ordnungsamt	960	5.254	13	13
10738	Ordnungshüter	1375	7.525	13	13
10739	Organisator	2060	11.274	13	12
10740	Ortega	1929	10.557	13	13
10741	Ortes	2859	15.647	13	13
10742	Osteuropas	1569	8.587	13	13
10743	Panama	2455	13.436	13	12
10744	Papi	586	3.207	13	13
10745	Parole	4598	25.164	13	13
10746	Parteibasis	1469	8.04	13	13
10747	Parteifreunde	2601	14.235	13	13
10748	Partnern	3220	17.622	13	13
10749	Pass	4769	26.1	13	13
10750	Pathos	4247	23.243	13	13
10751	Persilschein	398	2.178	13	12
10752	Pflichten	2809	15.373	13	13
10753	Pianist	2049	11.214	13	13
10754	Pinochets	1027	5.621	13	12
10755	Pisa-Studie	903	4.942	13	13
10756	Pjöngjang	2268	12.412	13	13
10757	Pole	1847	10.108	13	12
10758	Polizeieinsatz	2579	14.114	13	13
10759	Polizeipräsidenten	1579	8.642	13	13
10760	Polizeipräsidium	1407	7.7	13	13
10761	Polizeiwache	1275	6.978	13	13
10762	Polo	748	4.094	13	13
10763	Preisen	5300	29.006	13	13
10764	Priorität	4174	22.843	13	13
10765	Privatpersonen	1445	7.908	13	12
10766	Psychologin	1714	9.38	13	13
10767	Qual	1713	9.375	13	13
10768	Radler	2433	13.315	13	13
10769	Rathfelder	1737	9.506	13	13
10770	Rauch	3775	20.66	13	13
10771	Raumes	2016	11.033	13	13
10772	Raumfahrt	1936	10.595	13	13
10773	Reaktoren	3231	17.683	13	13
10774	Rechtfertigung	2749	15.045	13	13
10775	Rechtsbeugung	741	4.055	13	13
10776	Rechtsextreme	1790	9.796	13	13
10777	Reformpolitik	1467	8.029	13	12
10778	Regenbogen	2050	11.219	13	13
10779	Regierender	1845	10.097	13	13
10780	Rein	1980	10.836	13	13
10781	Reinickendorf	2239	12.254	13	13
10782	Reiseveranstalter	1388	7.596	13	13
10783	Relation	733	4.012	13	13
10784	Relevanz	1760	9.632	13	13
10785	Retrospektive	2712	14.842	13	13
10786	Revier	3253	17.803	13	13
10787	Rezzo	1027	5.621	13	13
10788	Rollenspiel	527	2.884	13	13
10789	Romans	4057	22.203	13	13
10790	Ron	2491	13.633	13	13
10791	Russische	1878	10.278	13	13
10792	SPD-Generalsekretär	995	5.445	13	13
10793	SPD-Spitzenkandidat	687	3.76	13	13
10794	Saatgut	1703	9.32	13	12
10795	Saberschinsky	1010	5.528	13	13
10796	Saleh	940	5.144	13	11
10797	Sam	4097	22.422	13	13
10798	Sanierungskonzept	1042	5.703	13	13
10799	Satellitenbilder	149	0.815	13	13
10800	Schadenersatzansprüche	254	1.39	13	13
10801	Schadenersatzforderungen	426	2.331	13	13
10802	Schalke	6885	37.68	13	13
10803	Scharia	1367	7.481	13	13
10804	Schartau	1020	5.582	13	13
10805	Schaubühne	2323	12.713	13	13
10806	Schauspielern	3349	18.328	13	13
10807	Schlachthof	3987	21.82	13	13
10808	Schmitz	2594	14.196	13	13
10809	Schnoor	2025	11.082	13	13
10810	Schwachen	1775	9.714	13	13
10811	Schwan	2087	11.422	13	13
10812	Schwestern	5839	31.956	13	13
10813	Schülerin	3125	17.102	13	13
10814	Sekunde	4735	25.914	13	13
10815	Selbstbestimmung	3647	19.959	13	13
10816	Selbstverständlichkeiten	475	2.6	13	13
10817	Shakespeare	4268	23.358	13	13
10818	Shell	3206	17.546	13	11
10819	Sicherheitsgründen	2223	12.166	13	13
10820	Siegel	2253	12.33	13	13
10821	Siegen	3012	16.484	13	13
10822	Singapur	3099	16.96	13	13
10823	Singh	1557	8.521	13	13
10824	Solidarnosc	1578	8.636	13	13
10825	Sound	7888	43.169	13	13
10826	Sozialministerin	1543	8.445	13	13
10827	Sozialprognose	134	0.733	13	12
10828	Soziologie	2508	13.726	13	13
10829	Spandauer	2495	13.655	13	13
10830	Spanner	1743	9.539	13	13
10831	Speicher	1513	8.28	13	13
10832	Spruch	4562	24.967	13	13
10833	Staatsoper	3341	18.285	13	13
10834	Staatssekretärin	1772	9.698	13	12
10835	Stadtverordnetenversammlung	1461	7.996	13	13
10836	Staffelei	205	1.122	13	13
10837	Stall	2103	11.509	13	13
10838	Stamm	2683	14.684	13	13
10839	Stammzellen	1760	9.632	13	10
10840	Standorten	2867	15.69	13	13
10841	Standpunkte	1075	5.883	13	13
10842	Stange	2922	15.991	13	13
10843	Stasi-Akten	1401	7.667	13	13
10844	Station	6463	35.371	13	13
10845	Stiefel	1539	8.423	13	13
10846	Stoibers	1637	8.959	13	13
10847	Studentenwerk	954	5.221	13	13
10848	Studienplätze	1547	8.466	13	13
10849	Studis	2096	11.471	13	12
10850	Stärken	2443	13.37	13	13
10851	Subjekt	2051	11.225	13	13
10852	Sylvia	2702	14.787	13	13
10853	Sympathie	4814	26.346	13	13
10854	Sympathisanten	2331	12.757	13	13
10855	Tacheles	2549	13.95	13	13
10856	Tageszeitungen	3288	17.995	13	13
10857	Teamchef	1303	7.131	13	13
10858	Tel	14008	76.663	13	12
10859	Tempodrom	2436	13.332	13	13
10860	Teri	40	0.219	13	13
10861	Tibet	3607	19.74	13	13
10862	Tiger	3974	21.749	13	13
10863	Todesursache	1486	8.133	13	13
10864	Toren	4026	22.033	13	13
10865	Totalverweigerer	831	4.548	13	11
10866	Trey	100	0.547	13	13
10867	Tätigkeiten	3198	17.502	13	13
10868	Tönen	2417	13.228	13	13
10869	UBA	811	4.438	13	12
10870	Uhl	2434	13.321	13	13
10871	Umschweife	522	2.857	13	13
10872	Ungeachtet	1983	10.853	13	13
10873	Ungehorsam	1311	7.175	13	12
10874	Unglück	6434	35.212	13	13
10875	Unregelmäßigkeiten	2128	11.646	13	13
10876	Unterdrückung	5603	30.664	13	13
10877	Urkundenfälschung	735	4.023	13	13
10878	Uta	2413	13.206	13	12
10879	Vase	349	1.91	13	13
10880	Verantwortlichkeit	935	5.117	13	13
10881	Verbandes	4256	23.292	13	13
10882	Verblüffung	446	2.441	13	13
10883	Verbund	2556	13.988	13	13
10884	Vereinigungen	1849	10.119	13	13
10885	Vergeblich	1449	7.93	13	13
10886	Verhaltens	1651	9.036	13	13
10887	Verhältnissen	4885	26.735	13	13
10888	Verkehrsclub	1045	5.719	13	12
10889	Vermutung	3678	20.129	13	13
10890	Versuchen	3138	17.174	13	13
10891	Verwandte	3037	16.621	13	13
10892	Verwertungsschutz	24	0.131	13	12
10893	VfL	7245	39.65	13	13
10894	Vitrinen	1094	5.987	13	13
10895	Volksrepublik	3248	17.776	13	13
10896	Vorgabe	2197	12.024	13	13
10897	Vorgestern	1041	5.697	13	13
10898	Vorstandsmitglieder	1290	7.06	13	13
10899	Vortag	5060	27.692	13	13
10900	Völkerrecht	1863	10.196	13	12
10901	Waffenruhe	2499	13.677	13	13
10902	Wahlsieger	1201	6.573	13	13
10903	Waldtiere	32	0.175	13	13
10904	Walker	1492	8.165	13	12
10905	Waller	2671	14.618	13	11
10906	Wallmann	1389	7.602	13	12
10907	Walser	2513	13.753	13	13
10908	Wang	2484	13.594	13	13
10909	Wegweiser	977	5.347	13	13
10910	Welch	2092	11.449	13	13
10911	Wendung	2047	11.203	13	12
10912	Werkes	2535	13.874	13	13
10913	Werkstätten	2189	11.98	13	13
10914	Weshalb	2951	16.15	13	13
10915	Wieczorek-Zeul	1613	8.828	13	13
10916	Wilhelmsburg	2405	13.162	13	13
10917	Wilhelmshaven	3270	17.896	13	13
10918	Wilmersdorf	2237	12.243	13	12
10919	Winden	1508	8.253	13	13
10920	Wirtschaftswachstum	3970	21.727	13	13
10921	Wissenschaften	3024	16.55	13	13
10922	Wissmann	1450	7.936	13	12
10923	Wolfsburger	1658	9.074	13	12
10924	Wortes	3603	19.718	13	13
10925	Young	4280	23.424	13	13
10926	Zehlendorf	2240	12.259	13	13
10927	Zehntel	1971	10.787	13	13
10928	Zemeckis	271	1.483	13	13
10929	Zeug	5981	32.733	13	13
10930	Zurückhaltung	5124	28.043	13	13
10931	Zuschuss	2088	11.427	13	13
10932	Zweimal	2656	14.536	13	13
10933	Zwischenbericht	1070	5.856	13	13
10934	Zwischendurch	1409	7.711	13	13
10935	Zwölf	3602	19.713	13	13
10936	abermals	2071	11.334	13	13
10937	abgelegt	2801	15.329	13	13
10938	ablehnt	2999	16.413	13	13
10939	absichtlich	2121	11.608	13	13
10940	abzusehen	3194	17.48	13	13
10941	afghanischen	4810	26.324	13	13
10942	aggressive	2179	11.925	13	13
10943	alarmiert	2096	11.471	13	13
10944	alljährlich	2255	12.341	13	13
10945	alltägliche	2493	13.644	13	13
10946	analysiert	4264	23.336	13	13
10947	angeschlagenen	2280	12.478	13	13
10948	angesiedelt	5054	27.659	13	13
10949	ansieht	2047	11.203	13	13
10950	anstelle	3313	18.131	13	13
10951	arg	3922	21.464	13	13
10952	argumentieren	3525	19.292	13	13
10953	artig	1301	7.12	13	13
10954	ausgegeben	9136	49.999	13	13
10955	ausgehandelt	3511	19.215	13	13
10956	ausgeliefert	4907	26.855	13	13
10957	aussagen	2306	12.62	13	13
10958	außerordentlichen	1845	10.097	13	13
10959	beabsichtigt	2556	13.988	13	13
10960	beauftragt	5433	29.734	13	13
10961	beeindruckende	1362	7.454	13	13
10962	befanden	3905	21.371	13	13
10963	befassen	6436	35.223	13	13
10964	befasst	3654	19.998	13	13
10965	befreien	6917	37.855	13	13
10966	belastet	8619	47.17	13	13
10967	beschimpft	4226	23.128	13	13
10968	beschwert	3926	21.486	13	13
10969	besseres	4217	23.079	13	13
10970	bestritt	3149	17.234	13	13
10971	birgt	3405	18.635	13	13
10972	bittere	2777	15.198	13	13
10973	blicken	5929	32.448	13	13
10974	blickt	7226	39.546	13	12
10975	bliebe	3715	20.331	13	13
10976	blitzschnell	894	4.893	13	13
10977	blockieren	4592	25.131	13	13
10978	blutigen	4984	27.276	13	13
10979	blöden	1033	5.653	13	13
10980	bohrenden	213	1.166	13	13
10981	d.	6039	33.05	13	13
10982	daheim	3558	19.472	13	13
10983	dienstags	1555	8.51	13	13
10984	doppelten	3943	21.579	13	13
10985	drohender	893	4.887	13	13
10986	ehrenamtlich	2510	13.737	13	13
10987	einführen	4828	26.423	13	13
10988	einigem	1566	8.57	13	13
10989	einmaligen	2374	12.992	13	13
10990	einziehen	3846	21.048	13	13
10991	einzugehen	2535	13.874	13	13
10992	endgültigen	4866	26.631	13	13
10993	enger	6247	34.188	13	13
10994	entgehen	4286	23.456	13	13
10995	erfuhr	6319	34.583	13	13
10996	ergab	6620	36.23	13	13
10997	erhofft	5366	29.367	13	13
10998	erledigt	7102	38.868	13	13
10999	erleichtern	4453	24.37	13	13
11000	ernannte	2165	11.849	13	13
11001	ernsten	1647	9.014	13	13
11002	errungen	1970	10.781	13	13
11003	erschienenes	481	2.632	13	13
11004	erstaunliche	2219	12.144	13	13
11005	erteilte	2909	15.92	13	13
11006	erwünscht	2570	14.065	13	13
11007	eröffneten	2779	15.209	13	13
11008	etablierten	3687	20.178	13	13
11009	ethischen	1811	9.911	13	13
11010	europaweit	3073	16.818	13	13
11011	%	5436	29.75	13	12
11012	1,7	3595	19.675	13	13
11013	1000	3891	21.295	13	13
11014	1934	2291	12.538	13	12
11015	1954	3159	17.289	13	13
11016	1958	3175	17.376	13	13
11017	240	2905	15.898	13	13
11018	40.	2087	11.422	13	13
11019	50er	4633	25.355	13	13
11020	6,5	2430	13.299	13	13
11021	650	2372	12.981	13	13
11022	7,5	2572	14.076	13	13
11023	71	3965	21.7	13	13
11024	73	4250	23.259	13	13
11025	86	3885	21.262	13	13
11026	87	3726	20.392	13	13
11027	90.000	2043	11.181	13	13
11028	94	3788	20.731	13	13
11029	97	4286	23.456	13	13
11030	ABM-Stellen	1328	7.268	13	13
11031	Abfall	3661	20.036	13	12
11032	Abfälle	3075	16.829	13	13
11033	Abtreibungen	1970	10.781	13	13
11034	Acker	1935	10.59	13	13
11035	Adler	2990	16.364	13	13
11036	Afghanen	2250	12.314	13	13
11037	Ahlhaus	1479	8.094	13	13
11038	Aktionsprogramm	874	4.783	13	12
11039	Alain	3176	17.382	13	13
11040	Alexandra	2706	14.809	13	13
11041	Altersvorsorge	1647	9.014	13	12
11042	Amtsinhaber	1830	10.015	13	13
11043	Anbietern	1443	7.897	13	13
11044	Anführer	3812	20.862	13	13
11045	Ankläger	1672	9.151	13	13
11046	Anton	3317	18.153	13	13
11047	AnwohnerInnen	2421	13.25	13	13
11048	Appen	1760	9.632	13	13
11049	Arbeitnehmern	2323	12.713	13	13
11050	Arbeitsweise	1501	8.215	13	13
11051	Aschenbecher	895	4.898	13	12
11052	Assistenten	1197	6.551	13	13
11053	Astrid	3130	17.13	13	13
11054	Asylverfahren	2053	11.236	13	13
11055	Aufnahmeanträge	98	0.536	13	13
11056	Augenhöhe	1645	9.003	13	13
11057	Augenzeugen	3939	21.557	13	13
11058	Auslieferungsbegehren	146	0.799	13	12
11059	Auslöser	3966	21.705	13	13
11060	Ausstellungsraum	903	4.942	13	13
11061	Ausweis	2265	12.396	13	13
11062	Auszahlung	1535	8.401	13	12
11063	Aviv	5784	31.655	13	13
11064	BARBARA	3120	17.075	13	13
11065	BND	3882	21.245	13	13
11066	Balance	2899	15.866	13	12
11067	Bangladesch	2744	15.017	13	13
11068	Barth	1266	6.929	13	13
11069	Bauernpartei	877	4.8	13	12
11070	Beeinträchtigung	873	4.778	13	13
11071	Begriffen	1738	9.512	13	13
11072	Behördensprecher	1192	6.524	13	13
11073	Belange	3259	17.836	13	13
11074	Bemerkungen	2285	12.505	13	13
11075	Bernt	1252	6.852	13	13
11076	Beschränkung	2221	12.155	13	13
11077	Besetzern	923	5.051	13	13
11078	Besonderheiten	1735	9.495	13	13
11079	Beteiligungen	1793	9.813	13	13
11080	Beton	4173	22.838	13	13
11081	Betroffenheit	2206	12.073	13	13
11082	Beuys	2341	12.812	13	13
11083	Bezirks	3641	19.926	13	13
11084	Bhutto	1324	7.246	13	12
11085	Bildschirm	5400	29.553	13	13
11086	Bildungsministerin	1299	7.109	13	13
11087	Bisherige	480	2.627	13	13
11088	Boot	6392	34.982	13	13
11089	Brinkmann	1997	10.929	13	13
11090	Buchs	1835	10.043	13	13
11091	Bundeswehrsoldaten	1698	9.293	13	13
11092	Busfahrer	2215	12.122	13	13
11093	Bush-Administration	1948	10.661	13	12
11094	Bände	2320	12.697	13	13
11095	Bühnenbild	2241	12.265	13	13
11096	Bürgerbegehren	2208	12.084	13	12
11097	CDU-Chefin	1213	6.639	13	13
11098	CDU-Spitzenkandidat	671	3.672	13	13
11099	Cafés	3001	16.424	13	13
11100	Castor-Transport	1297	7.098	13	13
11101	Centre	2133	11.673	13	12
11102	Chancengleichheit	2207	12.078	13	13
11103	Chemiker	1155	6.321	13	13
11104	Christ	2176	11.909	13	13
11105	Christdemokrat	1274	6.972	13	13
11106	Coup	3419	18.711	13	13
11107	Dan	2951	16.15	13	13
11108	Dekret	1827	9.999	13	13
11109	Demonstrativ	228	1.248	13	13
11110	Deng	1773	9.703	13	13
11111	Derartige	1358	7.432	13	13
11112	Devise	4481	24.524	13	13
11113	Diejenigen	2453	13.425	13	13
11114	Diekmann	1151	6.299	13	13
11115	Disziplinarverfahren	1153	6.31	13	12
11116	Dogmen	572	3.13	13	13
11117	Doping	2881	15.767	13	13
11118	Dramatik	1859	10.174	13	13
11119	Dreharbeiten	2868	15.696	13	13
11120	Dunkelheit	3428	18.761	13	13
11121	Dussmann	624	3.415	13	13
11122	Edith	2158	11.81	13	13
11123	Eid	2230	12.204	13	13
11124	Eigenkapital	1383	7.569	13	13
11125	Eile	2598	14.218	13	13
11126	faschistischen	2163	11.838	13	13
11127	fehlender	2398	13.124	13	13
11128	feministischen	2186	11.964	13	13
11129	fertigen	1972	10.792	13	13
11130	feststellen	8692	47.569	13	13
11131	filmisch	784	4.291	13	13
11132	formell	1605	8.784	13	13
11133	fühlten	4129	22.597	13	13
11134	gedenkt	1686	9.227	13	13
11135	geeigneten	2605	14.257	13	13
11136	gefilmt	2140	11.712	13	13
11137	geführte	2923	15.997	13	13
11138	geistigen	3939	21.557	13	13
11139	gelbe	3325	18.197	13	13
11140	gelingen	6924	37.894	13	13
11141	genetische	1510	8.264	13	12
11142	gentechnisch	3315	18.142	13	13
11143	geschichtliche	716	3.919	13	13
11144	geschichtlichen	1070	5.856	13	13
11145	gesicherte	1338	7.323	13	13
11146	gestanden	9331	51.067	13	13
11147	gestartet	6729	36.826	13	13
11148	gesund	5092	27.867	13	12
11149	gewagt	3463	18.952	13	13
11150	gewaltigen	3589	19.642	13	13
11151	gewährleistet	4472	24.474	13	13
11152	gezielte	3624	19.833	13	13
11153	gigantischen	3235	17.704	13	13
11154	goldene	3212	17.579	13	12
11155	gravierenden	1340	7.334	13	13
11156	groben	1747	9.561	13	13
11157	gutem	5241	28.683	13	13
11158	heftige	6586	36.044	13	13
11159	heftiger	3691	20.2	13	13
11160	helle	2036	11.143	13	13
11161	herangezogen	1961	10.732	13	13
11162	herrschte	6387	34.955	13	13
11163	historisches	1992	10.902	13	13
11164	hübsche	2742	15.006	13	13
11165	identifizieren	4073	22.291	13	13
11166	installiert	4455	24.381	13	13
11167	inszenieren	3652	19.987	13	13
11168	jeglicher	3739	20.463	13	13
11169	jugendlichen	3996	21.869	13	13
11170	jüngster	3418	18.706	13	13
11171	jüngstes	869	4.756	13	13
11172	kassiert	4604	25.197	13	13
11173	kirchliche	1892	10.355	13	13
11174	klares	3369	18.438	13	13
11175	klingelt	2264	12.39	13	13
11176	kollektive	3443	18.843	13	13
11177	komplizierten	3227	17.661	13	13
11178	kontrollierten	3865	21.152	13	13
11179	konzentrieren	7957	43.547	13	13
11180	könnt	2611	14.289	13	11
11181	langweilig	5975	32.7	13	13
11182	lebte	8234	45.063	13	13
11183	legendären	5725	31.332	13	13
11184	leichten	4352	23.818	13	13
11185	lernt	7017	38.403	13	13
11186	maroden	2380	13.025	13	12
11187	materielle	2377	13.009	13	13
11188	materiellen	2561	14.016	13	13
11189	meinten	3198	17.502	13	13
11190	menschliches	1818	9.95	13	13
11191	messen	4762	26.061	13	13
11192	militärischer	3853	21.087	13	13
11193	mittelständische	1434	7.848	13	13
11194	mobilisieren	4646	25.427	13	13
11195	modernisiert	1695	9.276	13	13
11196	motiviert	3474	19.012	13	13
11197	multikulturelle	1777	9.725	13	12
11198	musst	2252	12.325	13	13
11199	naheliegende	377	2.063	13	13
11200	nationalistische	2489	13.622	13	13
11201	neutralen	1288	7.049	13	13
11202	niedrigen	4952	27.101	13	13
11203	normal	10134	55.461	13	13
11204	normaler	3296	18.038	13	13
11205	normales	2586	14.153	13	12
11206	oppositionelle	2397	13.118	13	13
11207	pakistanischen	3304	18.082	13	13
11208	perfekte	3444	18.848	13	13
11209	philosophische	1386	7.585	13	12
11210	prima	5178	28.338	13	13
11211	prominenten	3164	17.316	13	13
11212	qualitativ	1626	8.899	13	13
11213	repräsentieren	2556	13.988	13	13
11214	rätselhaft	1033	5.653	13	13
11215	rüber	2131	11.663	13	13
11216	rückte	2850	15.597	13	13
11217	saubere	2885	15.789	13	13
11218	sche	1748	9.566	13	13
11219	schickte	6505	35.6	13	13
11220	schiebt	5415	29.635	13	13
11221	schlimme	1895	10.371	13	13
11222	schlimmsten	5568	30.472	13	13
11223	schloß	4752	26.007	13	13
11224	schlugen	4826	26.412	13	13
11225	schonungslos	857	4.69	13	13
11226	schrecklich	3652	19.987	13	13
11227	seiten	3009	16.468	13	13
11228	selbsternannter	296	1.62	13	13
11229	setze	4603	25.191	13	13
11230	fehle	4456	24.387	12	12
11231	feierte	5465	29.909	12	12
11232	fiktive	1335	7.306	12	12
11233	finnische	1617	8.85	12	12
11234	fragten	2956	16.178	12	12
11235	frau	2808	15.368	12	12
11236	freuen	12768	69.876	12	12
11237	freundliche	3638	19.91	12	12
11238	fröhlich	3962	21.683	12	12
11239	fängt	7335	40.143	12	12
11240	fühle	6793	37.177	12	12
11241	führender	2319	12.691	12	12
11242	geerbte	94	0.514	12	12
11243	gefangen	4619	25.279	12	12
11244	gefälligst	1639	8.97	12	12
11245	gefälscht	1710	9.358	12	12
11246	gelegenen	5505	30.128	12	12
11247	gelernte	3228	17.666	12	12
11248	gelitten	3160	17.294	12	12
11249	gelobt	3191	17.464	12	12
11250	geltendes	837	4.581	12	12
11251	gelungene	2659	14.552	12	12
11252	gemeinnützigen	1692	9.26	12	12
11253	generelle	2300	12.587	12	12
11254	geraumer	2427	13.282	12	12
11255	geräumt	5218	28.557	12	12
11256	geschätzt	6331	34.648	12	12
11257	gesteht	3977	21.765	12	12
11258	getestet	3986	21.815	12	12
11259	getraut	1389	7.602	12	12
11260	gewachsenen	1308	7.158	12	12
11261	gewagte	574	3.141	12	12
11262	gewiß	3849	21.065	12	12
11263	gewohnten	2108	11.537	12	12
11264	gewordene	3901	21.349	12	12
11265	gigantische	2681	14.673	12	12
11266	grauen	5445	29.799	12	12
11267	größtes	2123	11.619	12	12
11268	gültigen	3025	16.555	12	12
11269	haben.	2013	11.017	12	12
11270	harter	3424	18.739	12	12
11271	hartnäckig	3098	16.955	12	12
11272	hat.	1507	8.248	12	12
11273	härtere	1705	9.331	12	12
11274	höre	4272	23.38	12	12
11275	identifiziert	4037	22.094	12	12
11276	indianischen	1046	5.725	12	11
11277	individuelles	759	4.154	12	12
11278	intensiv	6528	35.726	12	12
11279	intensiver	3120	17.075	12	12
11280	israelischer	3341	18.285	12	12
11281	jung	7758	42.458	12	12
11282	junges	2366	12.949	12	12
11283	kaputt	5707	31.233	12	12
11284	keines	3383	18.514	12	12
11285	kippen	3698	20.238	12	12
11286	klug	4098	22.427	12	11
11287	knapper	2936	16.068	12	12
11288	kolumbianischen	2108	11.537	12	11
11289	kommerzielle	2513	13.753	12	12
11290	kreative	2781	15.22	12	12
11291	kritischer	3031	16.588	12	12
11292	künstlerisch	2578	14.109	12	12
11293	langjährigen	4182	22.887	12	12
11294	lateinamerikanischen	2059	11.268	12	12
11295	lebten	6698	36.657	12	12
11296	leerstehende	835	4.57	12	12
11297	legten	6673	36.52	12	12
11298	leitenden	1382	7.563	12	12
11299	lieferte	4696	25.7	12	12
11300	lud	3561	19.489	12	12
